dataset,model,layer,heldout,seed,method,auroc,id_acc
goemotions,gemma,25,0,0,Maha,0.5396260037255497,0.08900045641259699
goemotions,gemma,25,0,0,MSP,0.5616473655821226,0.08900045641259699
goemotions,gemma,25,0,0,kNN,0.5332034704827711,0.08900045641259699
goemotions,gemma,25,0,0,LPE -var,0.43284292636907395,0.08900045641259699
goemotions,gemma,25,0,1,GPP neg-latent-var,0.4703626623922571,0.1319032405294386
goemotions,gemma,25,0,1,GPP -MI,0.4767666334002302,0.1319032405294386
goemotions,gemma,25,0,1,Maha,0.5628964947949311,0.1319032405294386
goemotions,gemma,25,0,1,MSP,0.5122390641139589,0.1319032405294386
goemotions,gemma,25,0,1,kNN,0.5345836272353844,0.1319032405294386
goemotions,gemma,25,0,1,LPE -var,0.47983595352016406,0.1319032405294386
goemotions,gemma,25,0,2,GPP neg-latent-var,0.4696343676501739,0.12688270196257417
goemotions,gemma,25,0,2,GPP -MI,0.47440595389140877,0.12688270196257417
goemotions,gemma,25,0,2,Maha,0.544463103736687,0.12688270196257417
goemotions,gemma,25,0,2,MSP,0.53550518759868,0.12688270196257417
goemotions,gemma,25,0,2,kNN,0.5217516635038074,0.12688270196257417
goemotions,gemma,25,0,2,LPE -var,0.5117236891240591,0.12688270196257417
goemotions,gemma,25,4,0,GPP neg-latent-var,0.49380401897735204,0.135724012709941
goemotions,gemma,25,4,0,GPP -MI,0.49522225115267365,0.135724012709941
goemotions,gemma,25,4,0,Maha,0.5163955012891972,0.135724012709941
goemotions,gemma,25,4,0,MSP,0.5319119520911724,0.135724012709941
goemotions,gemma,25,4,0,kNN,0.5062593463919758,0.135724012709941
goemotions,gemma,25,4,0,LPE -var,0.5296584491383461,0.135724012709941
goemotions,gemma,25,4,1,GPP neg-latent-var,0.49266229023182506,0.11620517476168861
goemotions,gemma,25,4,1,GPP -MI,0.4941058685548778,0.11620517476168861
goemotions,gemma,25,4,1,Maha,0.5145613618715595,0.11620517476168861
goemotions,gemma,25,4,1,MSP,0.4719107078257383,0.11620517476168861
goemotions,gemma,25,4,1,kNN,0.5121949533515672,0.11620517476168861
